total_distance,avg_distance,matching,mse,query_no,attack_type,n_selected
23.400327682495117,23.400327682495117,"[(0, 0)]",1.0694830417633057,4,random,60
0.5245241522789001,0.5245241522789001,"[(0, 0)]",0.0005373546155169606,4,centroid,60
0.9231663346290588,0.9231663346290588,"[(0, 0)]",0.0016645236173644662,4,score_known,60
21.88977813720703,21.88977813720703,"[(0, 0)]",0.9358639717102051,4,random,110
0.5217315554618835,0.5217315554618835,"[(0, 0)]",0.0005316480528563261,4,centroid,110
0.8653863668441772,0.8653863668441772,"[(0, 0)]",0.0014626827323809266,4,score_known,110
22.629657745361328,22.629657745361328,"[(0, 0)]",1.0001981258392334,5,random,10
0.4473934769630432,0.4473934769630432,"[(0, 0)]",0.00039093929808586836,5,centroid,10
0.6744042634963989,0.6744042634963989,"[(0, 0)]",0.0008883224218152463,5,score_known,10
22.92255973815918,22.92255973815918,"[(0, 0)]",1.0262572765350342,5,random,60
0.5121012330055237,0.5121012330055237,"[(0, 0)]",0.0005122025031596422,5,centroid,60
1.0390141010284424,1.0390141010284424,"[(0, 0)]",0.0021084966138005257,5,score_known,60
21.69526481628418,21.69526481628418,"[(0, 0)]",0.919305682182312,5,random,110
0.5231064558029175,0.5231064558029175,"[(0, 0)]",0.000534453836735338,5,centroid,110
0.9205539226531982,0.9205539226531982,"[(0, 0)]",0.0016551162116229534,5,score_known,110
22.257108688354492,22.257108688354492,"[(0, 0)]",0.9675369262695312,6,random,10
0.542003870010376,0.542003870010376,"[(0, 0)]",0.0005737659521400928,6,centroid,10
0.5559564232826233,0.5559564232826233,"[(0, 0)]",0.0006036865524947643,6,score_known,10
21.42202377319336,21.42202377319336,"[(0, 0)]",0.8962951302528381,6,random,60
0.5328729748725891,0.5328729748725891,"[(0, 0)]",0.000554596830625087,6,centroid,60
0.5918928980827332,0.5918928980827332,"[(0, 0)]",0.0006842522998340428,6,score_known,60
23.23761558532715,23.23761558532715,"[(0, 0)]",1.0546616315841675,6,random,110
0.5198718309402466,0.5198718309402466,"[(0, 0)]",0.0005278646713122725,6,centroid,110
0.8149439096450806,0.8149439096450806,"[(0, 0)]",0.0012971358373761177,6,score_known,110
22.667545318603516,22.667545318603516,"[(0, 0)]",1.0035500526428223,7,random,10
0.5856752991676331,0.5856752991676331,"[(0, 0)]",0.0006699522491544485,7,centroid,10
0.6449221968650818,0.6449221968650818,"[(0, 0)]",0.0008123527513816953,7,score_known,10
20.825157165527344,20.825157165527344,"[(0, 0)]",0.8470452427864075,7,random,60
0.6394475698471069,0.6394475698471069,"[(0, 0)]",0.0007986195851117373,7,centroid,60
